objectid,title,creator,author,date,display_date,description,subject,location,latitude,longitude,source,object_location,type,youtubeid,format,filename,
voragine_ultima,"La vorágine: modernismo, esclavitud y resistencia (Última parte)",LAUD 90.4 FM - Universidad Distrital,Rafael Ayala Sáenz,2017-10,Octubre de 2017,"Episodio final del análisis literario. Ayala destaca la fuerza expresiva de Rivera, el realismo, barroco y modernismo de la novela, la denuncia del sistema esclavista en el caucho, y la selva como infierno americano. Una lectura americanista de resistencia.",La vorágine; Modernismo; Realismo; Esclavitud; Caucho; Literatura americanista; LAUD 90.4 FM - Universidad Distrital; Rafael Ayala Sáenz; Amantes del círculo Polar,LAUD 90.4 FM - Universidad Distrital,4.617482481,-74.06798299,"LAUD 90.4 FM en Programa radial ""Amantes del círculo polar"", La U de Estéreo",,,aGC-Qdf1SWw,MovingImage,video/mp4,voragine_ultima.mp4
maria_primera,"María: historia, política y literatura (Primera parte)",LAUD 90.4 FM - Universidad Distrital,Rafael Ayala Sáenz,2018-08,Agosto de 2018,"Primera entrega del análisis de la novela *María* de Jorge Isaacs. Rafael Ayala comenta el contexto histórico, político y editorial de la obra: el conflicto entre iglesia y Estado, la abolición de la esclavitud, el surgimiento del liberalismo, y la vida del autor.",Jorge Isaacs; Literatura romántica; Historia colombiana; Abolición; Sociedad del siglo XIX; LAUD 90.4 FM - Universidad Distrital; Rafael Ayala Sáenz; Amantes del círculo Polar,LAUD 90.4 FM - Universidad Distrital,4.617482481,-74.06798299,"LAUD 90.4 FM en Programa radial ""Amantes del círculo polar"", La U de Estéreo",,,uCKroK-uEmE,MovingImage,video/mp4,maria_primera.mp4
maria_segunda,María: genealogía y romanticismo (Segunda parte),LAUD 90.4 FM - Universidad Distrital,Rafael Ayala Sáenz,2018-08,Agosto de 2018,"Segunda entrega del programa radial sobre *María*. Se profundiza en las influencias literarias de Jorge Isaacs, su formación romántica y sus intentos teatrales. Rafael Ayala analiza el estilo narrativo, las lecturas del autor y su proyecto literario inconcluso.",Literatura colombiana; Romanticismo; Influencias literarias; Jorge Isaacs; Educación; LAUD 90.4 FM - Universidad Distrital; Rafael Ayala Sáenz; Amantes del círculo Polar,LAUD 90.4 FM - Universidad Distrital,4.617482481,-74.06798299,"LAUD 90.4 FM en Programa radial ""Amantes del círculo polar"", La U de Estéreo",,,yghNR-D2Hwg,MovingImage,video/mp4,maria_segunda.mp4
maria_tercera,"María: voces, teatro y juventud (Tercera parte)",LAUD 90.4 FM - Universidad Distrital,Rafael Ayala Sáenz,2018-08,Agosto de 2018,"Tercer episodio dedicado a *María*. Se recrean pasajes mediante radioteatro, se analiza el peso del diálogo en la novela, su carácter escénico y la manera en que interpela al lector desde la subjetividad y el deseo. Reflexiones sobre erotismo, lenguaje y juventud.",Jorge Isaacs; Radioteatro; Diálogo; Erotismo; Teatro y literatura; LAUD 90.4 FM - Universidad Distrital; Rafael Ayala Sáenz; Amantes del círculo Polar,LAUD 90.4 FM - Universidad Distrital,4.617482481,-74.06798299,"LAUD 90.4 FM en Programa radial ""Amantes del círculo polar"", La U de Estéreo",,,lmdiPyA5JW0,MovingImage,video/mp4,maria_tercera.mp4
maria_cuarta,"María: Borges, estética y lectura crítica (Cuarta parte)",LAUD 90.4 FM - Universidad Distrital,Rafael Ayala Sáenz,2018-08,Agosto de 2018,"Cuarta entrega del ciclo sobre *María*. Rafael Ayala analiza el impacto estético y filosófico de la obra desde Borges y Derrida, y explora el trasfondo literario, poético y político de Isaacs. Reflexión sobre el estilo, la narrativa amorosa y la conciencia histórica.",Jorge Isaacs; Borges; Estética; Filosofía; Influencias; Lectura crítica; LAUD 90.4 FM - Universidad Distrital; Rafael Ayala Sáenz; Amantes del círculo Polar,LAUD 90.4 FM - Universidad Distrital,4.617482481,-74.06798299,"LAUD 90.4 FM en Programa radial ""Amantes del círculo polar"", La U de Estéreo",,,zSwLlITPk8c,MovingImage,video/mp4,maria_cuarta.mp4
maria_ultima,"María: naturaleza, estructura y legado (Última parte)",LAUD 90.4 FM - Universidad Distrital,Rafael Ayala Sáenz,2018-08,Agosto de 2018,"Última entrega del ciclo dedicado a *María*. Se abordan elementos estéticos como el uso de la naturaleza, el flashback, la caracterización de personajes y el lenguaje poético. Rafael Ayala destaca la vigencia emocional y política de esta novela romántica.",Jorge Isaacs; Naturaleza; Flashback; Tragedia romántica; Narración literaria; Estructura narrativa; Costumbrismo; Amor imposible; LAUD 90.4 FM - Universidad Distrital; Rafael Ayala Sáenz; Amantes del círculo Polar,LAUD 90.4 FM - Universidad Distrital,4.617482481,-74.06798299,"LAUD 90.4 FM en Programa radial ""Amantes del círculo polar"", La U de Estéreo",,,SsMjNYDx994,MovingImage,video/mp4,maria_ultima.mp4
mayo68_primera,"Mayo del 68: juventud, rebeldía y utopía (Primera parte)",LAUD 90.4 FM - Universidad Distrital,Rafael Ayala Sáenz,2019-05,Mayo de 2019,"Análisis histórico y cultural del Mayo del 68. Rafael Ayala contextualiza los movimientos estudiantiles, los cambios sociales, el papel de la universidad, y los eventos clave como la Primavera de Praga, el Cordobazo y la matanza de Tlatelolco.",Mayo del 68; Estudiantes; Utopía; Contracultura; Derechos civiles; Historia contemporánea; LAUD 90.4 FM - Universidad Distrital; Rafael Ayala Sáenz; Amantes del círculo Polar,LAUD 90.4 FM - Universidad Distrital,4.617482481,-74.06798299,"LAUD 90.4 FM en Programa radial ""Amantes del círculo polar"", La U de Estéreo",,,xYbpSc34_jI,MovingImage,video/mp4,mayo68_primera.mp4
mayo68_segunda,"Mayo del 68: contracultura, arte y política (Segunda parte)",LAUD 90.4 FM - Universidad Distrital,Rafael Ayala Sáenz,2019-05,Mayo de 2019,"Segunda entrega sobre el Mayo del 68. Se abordan la contracultura, los grafitis, el movimiento hippie, el feminismo, la revolución sexual, y el arte como forma de protesta. Ayala relaciona estos procesos con América Latina, Paulo Freire y la pedagogía del amor.",Mayo del 68; Contracultura; Feminismo; Arte; Pedagogía crítica; Paulo Freire; LAUD 90.4 FM - Universidad Distrital; Rafael Ayala Sáenz; Amantes del círculo Polar,LAUD 90.4 FM - Universidad Distrital,4.617482481,-74.06798299,"LAUD 90.4 FM en Programa radial ""Amantes del círculo polar"", La U de Estéreo",,,tHCcTzIBp1c,MovingImage,video/mp4,mayo68_segunda.mp4
primeroscuentos_GGM_primera,García Márquez: Los primeros cuentos y el mito personal (Primera parte),LAUD 90.4 FM - Universidad Distrital,Rafael Ayala Sáenz,2023-09,Septiembre de 2023,"Primera parte del homenaje radial a Gabriel García Márquez. Rafael Ayala comparte anécdotas personales con el Nobel, analiza su cuento ""La tercera resignación"", y destaca su vínculo con el Instituto Caro y Cuervo. Reflexiona sobre el cuento como género y su valor en la formación literaria.",Gabriel García Márquez; Cuento; Literatura latinoamericana; Nobel; Caro y Cuervo; Crítica literaria; LAUD 90.4 FM - Universidad Distrital; Rafael Ayala Sáenz; Amantes del círculo Polar,LAUD 90.4 FM - Universidad Distrital,4.617482481,-74.06798299,"LAUD 90.4 FM en Programa radial ""Amantes del círculo polar"", La U de Estéreo",,,hZeq47iyRCk,MovingImage,video/mp4,primeroscuentos_GGM_primera.mp4
primeroscuentos_GGM_segunda,"García Márquez: Sueños, espejos y el arte de narrar (Segunda parte)",LAUD 90.4 FM - Universidad Distrital,Rafael Ayala Sáenz,2023-09,Septiembre de 2023,"Segunda parte del especial radial sobre los cuentos de García Márquez. Rafael Ayala analiza textos como ""Ojos de perro azul"", ""Eva dentro de su gato"" y ""El diálogo del espejo"", resaltando sus temas de soledad, reencarnación y autorreflexión. Se explora el vínculo entre literatura y vida en la obra del Nobel colombiano.",Gabriel García Márquez; Cuento; Realismo mágico; Soledad; Espejos; Lenguaje interior; LAUD 90.4 FM - Universidad Distrital; Rafael Ayala Sáenz; Amantes del círculo Polar,LAUD 90.4 FM - Universidad Distrital,4.617482481,-74.06798299,"LAUD 90.4 FM en Programa radial ""Amantes del círculo polar"", La U de Estéreo",,,1GhUZ0VHILw,MovingImage,video/mp4,primeroscuentos_GGM_segunda.mp4
posthumanismo,¿Por qué apostarle al humanismo?,LAUD 90.4 FM - Universidad Distrital,Rafael Ayala Sáenz,2019-11,Noviembre de 2019,"Reflexión sobre la vigencia del humanismo en la educación superior. Rafael Ayala analiza el pensamiento de Hannah Arendt, la condición humana, el papel de las humanidades, la comunicación, la solidaridad y la pedagogía crítica en tiempos de deshumanización.",Humanismo; Educación; Hannah Arendt; Comunicación social; Derechos humanos; Filosofía; LAUD 90.4 FM - Universidad Distrital; Rafael Ayala Sáenz; Amantes del círculo Polar,LAUD 90.4 FM - Universidad Distrital,4.617482481,-74.06798299,"LAUD 90.4 FM en Programa radial ""Amantes del círculo polar"", La U de Estéreo",,,psX2Ffw8fcQ,MovingImage,video/mp4,posthumanismo.mp4
juanrulfo_primera,"Juan Rulfo: llano, sombra y silencio",LAUD 90.4 FM - Universidad Distrital,Rafael Ayala Sáenz,2017-01,Enero de 2017,"Programa radial sobre Juan Rulfo y su universo literario. Rafael Ayala analiza cuentos como “Nos han dado la tierra”, “Es que somos muy pobres”, “Talpa” y “No oyes ladrar los perros”, y destaca el valor de la oralidad, la tragedia campesina, la violencia estructural y el simbolismo rural.",Juan Rulfo; El llano en llamas; Pedro Páramo; Reforma agraria; Literatura mexicana; Oralidad; LAUD 90.4 FM - Universidad Distrital; Rafael Ayala Sáenz; Amantes del círculo Polar,LAUD 90.4 FM - Universidad Distrital,4.617482481,-74.06798299,"LAUD 90.4 FM en Programa radial ""Amantes del círculo polar"", La U de Estéreo",,,J9x2-tZXj2k,MovingImage,video/mp4,juanrulfo_primera.mp4
hipertexto_1,Hipertexto 1- Muestra Fotográfica Filminuto. Un Entorno Por Conocer.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,CDO3Aqsy9TY,MovingImage,video/mp4,hipertexto_1.mp4
hipertexto_2,"Hipertexto 2 - Muestra Fotográfica Filminuto. ¿Y Tú, A Quién Adoras?",Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,O_O51AXCnxU,MovingImage,video/mp4,hipertexto_2.mp4
hipertexto_3,Hipertexto 3- Muestra Fotográfica Filminuto. La Gota En El Espejo... Tu Rostro.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,VuP5j7DHGOg,MovingImage,video/mp4,hipertexto_3.mp4
hipertexto_4,"Hipertexto 4- Muestra Fotográfica Filminuto. Viva La Vía, Sea Prudente.",Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,fi2gEnluCXw,MovingImage,video/mp4,hipertexto_4.mp4
hipertexto_5,Hipertexto 5 - Muestra Fotográfica Filminuto,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,D50ccAKkZy8,MovingImage,video/mp4,hipertexto_5.mp4
hipertexto_6,Hipertexto 6 - Muestra Fotográfica Filminuto. En Busca De La Presencia Por Andrés Upegui Herrera,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,cOL9cgpa1VY,MovingImage,video/mp4,hipertexto_6.mp4
hipertexto_7,Hipertexto 7 - Muestra Fotográfica Filminuto,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,VqPSFXGZ628,MovingImage,video/mp4,hipertexto_7.mp4
hipertexto_8,Hipertexto 8 - Muestra Fotográfica Filminuto. Clasificación De Los Animales.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,dL4AEVCV7Io,MovingImage,video/mp4,hipertexto_8.mp4
hipertexto_9,Hipertexto 9 - Muestra Fotográfica Filminuto,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,UlD18dfyh5c,MovingImage,video/mp4,hipertexto_9.mp4
hipertexto_10,Hipertexto 10 - Muestra Fotográfica Filminuto,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,cnMNMjx5JCM,MovingImage,video/mp4,hipertexto_10.mp4
hipertexto_11,Hipertexto 11- Muestra Fotográfica Filminuto,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,e8kkHiBs5RM,MovingImage,video/mp4,hipertexto_11.mp4
hipertexto_12,Hipertexto 12 - Muestra Fotográfica Filminuto. Play Station 2,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,ujTRQ7CHRJs,MovingImage,video/mp4,hipertexto_12.mp4
hipertexto_13,Hipertexto 13 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,zmFqR7DrhXU,MovingImage,video/mp4,hipertexto_13.mp4
hipertexto_14,Hipertexto 14 - Muestra Fotográfica Filminuto. Quién Pena Por Tu Condena Por Leidy Alejandra Peñaloza Roa,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,xeRNyUx6XwY,MovingImage,video/mp4,hipertexto_14.mp4
hipertexto_15,Hipertexto 15 - Muestra Fotográfica Filminuto. Cuerpo,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,qVvma4DKKi0,MovingImage,video/mp4,hipertexto_15.mp4
hipertexto_16,Hipertexto 16 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,jIDwciTgwtg,MovingImage,video/mp4,hipertexto_16.mp4
hipertexto_17,Hipertexto 17 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,4deGP8p2U50,MovingImage,video/mp4,hipertexto_17.mp4
hipertexto_18,Hipertexto 18 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,lzNJHW-h944,MovingImage,video/mp4,hipertexto_18.mp4
hipertexto_19,Hipertexto 19 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,DrecsGk90dA,MovingImage,video/mp4,hipertexto_19.mp4
hipertexto_20,"Hipertexto 20 - Muestra Fotográfica Filminuto. Diversos Mundos, Un Solo Tiempo Por Angela Mayerly Ariza Perez",Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,9XBOaJZxZoA,MovingImage,video/mp4,hipertexto_20.mp4
hipertexto_21,Hipertexto 21 - Muestra Fotográfica Filminuto.,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,BKJ6GUdT9HE,MovingImage,video/mp4,hipertexto_21.mp4
hipertexto_22,Hipertexto 22 - Muestra Fotográfica Filminuto. El Juicio Final,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,mEpFc9ylNEY,MovingImage,video/mp4,hipertexto_22.mp4
hipertexto_23,Hipertexto 23 - Muestra Fotográfica Filminuto. El Territorio Es Por Donde Se Pasea El Pensamiento Y La Memoria Por Viviana Roa Lozano,Fundación Universitaria Los Libertadores,Estudiantes de tercer semestre para la catedra de semiología dictada por Rafael Ayala Sáenz en la Fundación Universitaria Libertadores,2009-11,Noviembre de 2009,Video de memorias fotográficas en blanco y negro realizado por estudiantes de tercer semestre como parte del curso de semiótica y semiología dictado por Rafael Ayala Sáenz en la Fundación Universidad Libertadores.,Memorias fotográficas; Muestra fotográfica; Rafael Ayala Sáenz; Catedra de semiología; Fundación Universitaria los Libertadores; Muestra fotográfica en blanco y negro; Filminuto,Fundación Universitaria Los Libertadores,4.651780895,-74.06637320,Fundación Universitaria Los Libertadores,,,-ayo8eNW-kU,MovingImage,video/mp4,hipertexto_23.mp4
