objectid,title,creator,author,date,display_date,description,subject,location,latitude,longitude,source,object_location,rights,type,format
1986-08-17_tenemosrock,¡Tenemos rock!,Periódico El Tiempo,Anónimo,16/09/1988,16 de septiembre de 1988,"Este artículo anuncia y reflexiona sobre el Concierto de Conciertos en el estadio El Campín de Bogotá, posicionándolo como un hito cultural que reúne a bandas latinoamericanas emblemáticas: Los Prisioneros, Kraken, Compañía Ilimitada, Timbiriche, Soda Stereo, en una celebración masiva del rock en español. La primera página, con tono promocional, destaca la magnitud del evento, las recomendaciones logísticas para los asistentes y el lema institucional Bogotá en Armonía, mientras que la segunda ofrece una lectura más analítica sobre el impacto del rock en América Latina, con énfasis en la escena argentina Miguel Mateos, Charly García, Soda Stereo y su capacidad para articular discursos generacionales, estéticos y políticos. La presencia de ilustraciones, fotografías y secciones complementarias como María Conchita: la que la rumba se llevó y Embajador musical  amplía el contexto cultural del artículo, que construye una narrativa de legitimación, expansión y convergencia del rock como fenómeno transnacional. Refleja el auge del rock latinoamericano y su recepción masiva en Colombia.",Rock En Español; Cultura Juvenil; Conciertos Masivos; Rock Latinoamericano; Concierto De Conciertos; El Campín; Bogotá; Los Prisioneros; Kraken; Compañía Ilimitada; Timbiriche; Soda Stereo; Miguel Mateos; Charly García; María Conchita Alonso; Embajador Musical; Rafael Solano; Johnny Ventura; Rock En Español; Escena Argentina; Cultura Juvenil; Prensa Cultural,"Bogotá, Estadio El Campín",4.646.389,-74.078.611,Periódico El Tiempo pág. 1B y 5B,No aplica,Derechos periódico El Tiempo,Image,image/jpeg
1986-11-07_sodamacarena,Soda Argentina en la Macarena,Periódico El Mundo,Anónimo,07/11/1986,7 de noviembre de 1986,"Artículo sobre la presentación de Soda Stereo en la Plaza de Toros La Macarena de Medellín. Se destaca su éxito internacional, su influencia en el rock latinoamericano y su impacto en el público colombiano como ícono del rock latinoamericano. La nota construye una narrativa de expansión continental, donde Soda Stereo representa una estética sofisticada y una sonoridad que redefine el rock en español.
",Soda Stereo; La Macarena; Medellín; rock argentino; tabla de éxitos; cultura musical; conciertos internacionales; Rock Latinoamericano; prensa cultural,"Medellín, Plaza de Toros La Macarena",6.244.444,-75.578.611,Periódico El Mundo pág. 4B,No aplica,Derechos periódico El Mundo,Image,image/jpeg
1993-08-19_tiemposrock,Tiempos de 'rock' nacional,Periódico El Tiempo,Anónimo,19/08/1993,19 de agosto de 1993,"Artículo que analiza el surgimiento de nuevas bandas y el auge del rock en Colombia con la aparición de nuevas bandas en escenarios bogotanos, con énfasis en Aterciopelados como ejemplo de nueva sangre musical y enfatizó el apoyo mediático e infraestructura creciente para el rock local. Se menciona la transmisión de conciertos en vivo por radio y televisión, y el papel de espacios como el centro comercial Ciudad Tunal. El texto destaca la calidad musical de los grupos emergentes y su acogida por el público. Refleja el dinamismo de la escena rockera nacional y el papel de los medios en su difusión. Destacó la escena jueves en la discoteca Any Way, donde agrupaciones con sello propio se presentaban con transmisión en directo por Super Estéreo 88.9, un espacio para dar visibilidad a bandas emergentes. Simultáneamente, la emisora 89.9 realizaba el concurso ""Nocaut"" donde el público votaba por las mejores canciones, que luego compilarían en un disco. Mencionó lugares como Vertigo, Transilvania, Bol y Bar y LSD como escenarios activos para proyección de bandas nacionales y de otras ciudades, señalando que solo en Bogotá existían cerca de trescientos grupos.",Aterciopelados; Any Way; Super Estéreo; Ciudad Tunal; Bogotá; Cultura Juvenil; Medios De Comunicación; Conciertos En Vivo; Rock Nacional; Rock Colombiano; Escena Bogotana; Bandas Emergentes; Discoteca Any Way; Super Estéreo 88.9; Concurso Nocaut; Espacios Alternativos; Medios De Comunicación.,"Bogotá, Ciudad Tunal",4.5670,-741.365,Periódico El Tiempo pág. 5B,No aplica,Derechos periódico El Tiempo,Image,image/jpeg
1988-09-16_tecnoestadosalterados,Tres paisas en Estados Alterados Tecno hecho en Medellín,Periódico El Tiempo,Anónimo,12/07/1991,12 de julio de 1991,"Crónica sobre el grupo Estados Alterados, pioneros del tecno en Colombia. El grupo, integrado por Ricardo Restrepo (batería), Fernando Sierra ""Elvis"" (voz) y Tado (teclados), ganó notoriedad con su tema ""Muévete"", grabado de forma independiente, y luego firmó con Sonolux para promocionar ""Hace 100 años"". El texto destacó su profesionalismo pese a la juventud, su organización incluyendo un álbum conceptual que homenajeaba a su primer baterista fallecido Carlos Guillermo Uribe, y su apuesta por el techno, definido como una corriente que reproduce sonidos cotidianos con tecnología, en un medio dominado por el heavy metal y rock tradicional. El grupo planeaba un video clip y preparaba su primer larga duración en formato disco compacto. Se describe su presencia en emisoras de Bogotá, Cali y Medellín, su trabajo con el cineasta Rodrigo Lalinde y el grupo teatral Matacandelas. El artículo destaca su organización, su propuesta estética y su papel como representantes de la juventud creativa. Refleja el surgimiento de nuevos géneros musicales en Colombia y la articulación entre música, cine y teatro.",Rodrigo Lalinde; Matacandelas; Juventud Creativa; Cultura Alternativa; Medios De Comunicación; Rock Nacional; Estados Alterados; Techno Colombiano; Medellín; Sonolux; Música Electrónica; Carlos Guillermo Uribe; Innovación Musical; Bandas Pioneras.,"Medellín, Colombia",6.251.840,-75.563.590,Periódico El Tiempo pág. 7B,No aplica,Derechos periódico El Tiempo,Image,image/jpeg
1994-09-27_tandaconciertos,Tanda de conciertos,Revista Semana,Anónimo,27/09/1994,27 de septiembre de 1994,"El artículo presenta una panorámica y la intensificación de los conciertos internacionales realizados en Colombia tras la división de la productora Slovénica, lo que amplió la oferta musical. Se destacan las presentaciones de Dr. Alban, Rubén Blades, en regreso tras incursionar en política, Caifanes promocionando ""El nervio del volcán"",y el jamaiquino Inner Circle, presentándose en Bogotá, Medellín, Cali y Barranquilla. La nota resalta la diversidad musical y el crecimiento del mercado de espectáculos en el país y la creciente profesionalización de la industria de conciertos en el país.",Bogotá; Cali; Medellín; cultura musical; diversidad sonora; Rock Latinoamericano; música global; Conciertos internacionales; Rubén Blades; Caifanes; Inner Circle; Dr. Alban; Aleks Syntek; Franco De Vita; Industria musical; Giras nacionales; Diversidad genérica; Rock en español; Rock Nacional,"Bogotá, Colombia",4.596.389,-74.081.667,,No aplica,Derechos Revista  Semana,Image,image/jpeg
1991-07-19_vuelveeltitan,Vuelve el Titán,Periódico El Mundo,Anónimo,19/07/1991,19 de julio de 1991,"Este artículo anuncia el regreso de Kraken a Medellín para celebrar el Día de la Independencia, posicionando a la banda como figura central del rock colombiano. El texto construye una narrativa de retorno triunfal, donde Kraken con su estética potente, su legado sonoro y su conexión con el público, se presenta como símbolo de persistencia y renovación.",Kraken; Medellín; Día de la Independencia; conciertos patrios; cultura rock; Rock Nacional; memoria colectiva; Rock Colombiano; Escena Nacional,"Medellín, Colombia",6.251.840,-75.563.590,Periódico El Mundo pág. 7,No aplica,Derechos periódico El Mundo,Image,image/jpeg
1989-08-12_woodstockaire,Woodstock palabras al aire,Periódico La Prensa,Anónimo,12/08/1989,12 de agosto de 1989,"Woodstock; contracultura; protesta juvenil; música como resistencia; sociología de la música; cultura estadounidense; Rock Internacional; Woodstock, contracultura, guerra de Vietnam, protesta juvenil, memoria histórica, transformación social",Bogotá,"Bogotá, Colombia",4.596.389,-74.081.667,Periódico La Prensa pág. 22,No aplica,Derechos periódico La Prensa,Image,image/jpeg
1988-30-01_contactoilimitado,"Esta noche hacemos ""Contacto""",Periódico El Siglo,Anónimo,31/01/1988,30 de enero de 1988,"Este artículo analiza el nuevo ciclo artístico de Compañía Ilimitada a través del lanzamiento de su álbum Contacto, destacando la evolución sonora y estética de la banda dentro del panorama del rock colombiano. Con un enfoque en la madurez musical y la transformación visual, el texto presenta al grupo como referente de una generación que ha crecido junto al género, y que ahora busca consolidar una identidad más sofisticada. Así mismo, incluye referencias a otras bandas como Los Flippers y La Banda Nueva, y reflexiona sobre el rol de los medios en el crecimiento del género. Las imágenes en silueta y escenarios urbanos refuerzan el tono introspectivo y emocional del artículo, mientras las declaraciones de los músicos y periodistas revelan una reflexión sobre el papel del rock como medio de conexión y autenticidad en un contexto de cambio cultural.",Compañía Ilimitada; Contacto; evolución musical; rock colombiano; medios de comunicación; Los Flippers; La Banda Nueva; cultura juvenil; Rock Nacional; evolución musical; estética visual; prensa cultural; álbum musical; transformación artística; Bogotá; cultura urbana; identidad sonora; generación rockera; medios de comunicación,"Bogotá, Colombia",4.596.389,-74.081.667,Periódico El Siglo pág. 1C,No aplica,Derechos periódico El Siglo,Image,image/jpeg
1991-07-10_estadotecno,Estado Tecno,Periódico La Prensa,Alejandro Fernández,19/07/1991,17 de julio de 1991,"Este artículo examina el impacto del techno y la música electrónica en Colombia, con especial énfasis en la banda Estados Alterados y su propuesta estética y conceptual. El texto vincula la obra del grupo con referentes internacionales como la película Altered States de Ken Russell, y destaca temas como El velo y Hace cien años como ejemplos de una narrativa sonora que combina tecnología, introspección y crítica social. Se analiza la relación entre tecnología, sonido e imaginación, y se menciona la participación de artistas como Ricardo Restrepo y Fernando Sierra. La imagen de un maniquí con visor y audífonos refuerza el imaginario futurista y experimental que rodea al grupo, mientras el artículo en su conjunto plantea una reflexión sobre el lugar del techno en la cultura colombiana contemporánea, especialmente en Medellín.",Estados Alterados; tecno colombiano; Altered States; Ken Russell; estética musical; tecnología; Alejandro Fernández; Ricardo Restrepo; Fernando Sierra; Rock Nacional; rock electrónico; techno; new wave; música colombiana; Medellín; El Colombiano; juventud urbana; estética visual; escena musical; cultura pop; identidad sonora; prensa cultural; Rock Colombiano,"Medellín, Colombia",6.251.840,-75.563.590,Periódico La Prensa pág. 17,No aplica,Derechos periódico La Prensa,Image,image/jpeg
8-05-1991_estadosalteradosvida,Estados Alterados,Periódico El Mundo,Anónimo,08/05/1991,8 de mayo de 1991,"Este artículo presenta a la banda colombiana Estados Alterados como pionera del rock electrónico en el país, destacando su estética visual, su propuesta sonora influenciada por el techno y el new wave, y su papel en la renovación de la escena musical nacional. A través de múltiples fotografías estilizadas y un diseño gráfico llamativo, el texto construye una narrativa de modernidad y ruptura, posicionando al grupo como símbolo de una juventud urbana que busca nuevas formas de expresión. Se exploran sus influencias internacionales, su proceso creativo y la recepción crítica de su trabajo, enmarcando su música como parte de una transformación cultural que conecta lo local con lo global.",Estados Alterados; tecno colombiano; trayectoria musical; cultura pop; Medellín; medios de comunicación; Rock Nacional,"Medellín, Colombia",6.251.840,-75.563.590,Periódico El Mundo pág. 13,No aplica,Derechos periódico El Mundo,Image,image/jpeg
1995-05-12_espectaculokaliman,Espectáculo en frío,Periódico La Prensa,Anónimo,12/05/1995,12 de mayo de 1995,"Crónica sobre el concierto de Caifanes y Aterciopelados en la Plaza de Toros Santamaría de Bogotá. Se destaca la expectativa generada, el agotamiento de boletería y la importancia del evento como hito del rock en español. Se menciona que el concierto será grabado para un futuro álbum en vivo, y que la fiesta posterior se realizará en Kaliman. El artículo incluye imágenes de los músicos y detalles sobre la producción.",Caifanes; Aterciopelados; Plaza de Toros Santamaría; Bogotá; conciertos en vivo; rock en español; Kaliman; cultura musical; Rock Nacional; Rock Latinoamericano,"Bogotá, Plaza de Toros Santamaría",4.651.389,-74.069.444,Periódico La Prensa pág. 6,No aplica,Derechos periódico La Prensa,Image,image/jpeg
1998-09-04_explosionlatino,Explosión de rock latino,Periódico El Tiempo,Anónimo,04/09/1988,4 de septiembre de 1988,"Este artículo ofrece una panorámica del auge del rock en español en países como Argentina, México y Brasil, destacando bandas emblemáticas como Soda Stereo, Hombres G y Miguel Mateos. El texto plantea que estos grupos han logrado crear un lenguaje musical propio que rivaliza con las producciones de países industrializados, posicionando el rock latino como expresión cultural potente y transnacional. La presencia de una guitarra eléctrica como elemento gráfico refuerza la estética del género, mientras que el título “Sacudió en Iberoamérica” sugiere un impacto continental. El artículo construye una narrativa de expansión y afirmación, donde el rock se convierte en símbolo de modernidad, juventud y resistencia cultural. Refleja el proceso de internacionalización del rock en español y su consolidación como fenómeno cultural.",Rock Latinoamericano; Argentina; Brasil; México; Identidad Musical; Cultura Pop; Internacionalización; Rock En Español; Soda Stereo; Hombres G; Miguel Mateos; Argentina; México; Brasil; Rock Latino; Música En Español; Escena Iberoamericana; Cultura Juvenil; Estética Musical; Prensa Cultural,"Bogotá, Colombia",4.596.389,-74.081.667,"Periódico El Tiempo pág. 1B  y 5B, Especial Domingo",No aplica,Derechos periódico El Tiempo,Image,image/jpeg
1996-05-13_caifanesyterciopelo,"Caifanes, entre Terciopelo colombiano",Periódico El Siglo,Anónimo,13/05/1996,13 de mayo de 1996,"Artículo que cubre el concierto realizado en la Plaza de Toros Santamaría de Bogotá, protagonizado por la banda mexicana Caifanes y el grupo colombiano Aterciopelados. Se Este artículo documenta el impacto del superconcierto en Bogotá protagonizado por Caifanes y Aterciopelados, destacando la venta total de entradas y la expectativa generada entre los seguidores del rock en español. Se presenta a Caifanes como el grupo más importante del momento, cuya gira por Sudamérica marca un hito comparable con grandes bandas internacionales. Aterciopelados, por su parte, es retratado como una fuerza emergente con gran proyección. El texto enfatiza la movilización cultural que provoca el evento, señalando la rumba posterior en Kaliman como extensión de la experiencia musical. El artículo construye una narrativa de efervescencia colectiva, donde el rock se convierte en catalizador de identidad, emoción y pertenencia urbana. Refleja el intercambio artístico entre México y Colombia en los años noventa.",Caifanes; Aterciopelados; Plaza de Toros Santamaría; Bogotá; rock en español; conciertos internacionales; cultura musical; fusión de ritmos; Rock Nacional; Rock Latinoamericano; Ritmos Latinos Rock; Kaliman; rock en español; concierto masivo; gira sudamericana; escena musical; El Tiempo; cultura urbana,"Bogotá, Plaza de Toros Santamaría",4.651.389,-74.069.444,Periódico El Nuevo Siglo pág. 7B,No aplica,Derechos periódico El Siglo,Image,image/jpeg
1988-09-11_bogotacapitalrock,"Bogotá, capital del Rock",Periódico La Prensa,Anónimo,11/09/1988,11 de septiembre de 1988,"Portada del periódico que celebra el auge del rock en Bogotá, posicionándola como epicentro del movimiento musical en Colombia. La ilustración de una guitarra eléctrica refuerza el protagonismo del género. El artículo principal destaca el crecimiento de la escena local, la presencia de bandas nacionales e internacionales, y el papel de los medios en su difusión. Refleja un momento clave en la consolidación del rock como fenómeno cultural urbano.",Bogotá; rock colombiano; escena musical; prensa cultural; cultura urbana; años ochenta; Rock Nacional; Caifanes; Terciopelo colombiano; Plaza de Toros; Bogotá; rock colombiano; escena musical; El Siglo; concierto; visibilidad mediática; cultura pop,"Bogotá, Colombia",4.596.389,-74.081.667,Periódico La Prensa pág. 1,No aplica,Derechos periódico La Prensa,Image,image/jpeg
1994-08-05_distritoespecial,Bogotá de cumpleaños con Vives y Distrito Especial,Periódico El Tiempo,Anónimo,05/08/1994,5 de agosto de 1994,"Este artículo celebra el aniversario de Bogotá con un evento artístico en la Plaza de Bolívar que reúne a la banda Distrito Especial y Carlos Vives, en una propuesta que fusiona música y performance urbano. El texto destaca la trayectoria de Distrito Especial como referente del rock colombiano, subrayando su capacidad para dialogar con el espacio público y generar experiencias colectivas. La presencia de Vives introduce una dimensión escénica que convierte el concierto en una intervención cultural, donde la ciudad se convierte en escenario y protagonista. El artículo también menciona al grupo Madremonte, resaltando sus arreglos modernos y su búsqueda de una identidad sonora propia, lo que amplía el panorama del rock nacional como expresión diversa y en constante evolución.",Distrito Especial; Carlos Vives; Cumpleaños Bogotá; Bogotá; Plaza De Bolívar; Música Alternativa; Teatro Musical; Cultura Urbana; Rock Nacional; Rock Colombiano; Distrito Plaza De Bolívar; Música En Vivo; Escena Cultural; El Tiempo; Concierto Público; Identidad Sonora,"Bogotá, Plaza de Bolívar",4.598.056,-74.075.833,Periódico El Tiempo,https://www.eltiempo.com/archivo/documento/MAM-189534,Derechos periódico El Tiempo,Image,image/jpeg
1995-05-12_rockalternativa,El Rock es la alternativa,Periódico El Tiempo,Anónimo,12/05/1995,12 de mayo de 1995,"Este artículo presenta el concierto de Caifanes y Aterciopelados como una manifestación cultural que posiciona al rock como alternativa estética y generacional en Colombia. Bajo el lema “El rock es la alternativa”, se destaca la participación de Caifanes con su nuevo álbum El nervio del volcán, y de Aterciopelados con su éxito Bolero Falaz, ambos como símbolos de renovación sonora y autenticidad artística. El texto enfatiza la importancia del evento en la Plaza de Toros, donde miles de asistentes se congregan en torno a una experiencia que trasciende lo musical para convertirse en ritual colectivo. La mención de las entradas y tapas de cerveza como requisito de acceso refuerza el vínculo entre consumo cultural y prácticas juveniles, mientras que las recomendaciones para el público sugieren una organización consciente del impacto social del evento. Trazaa un mapa del rock latinoamericano contemporáneo, destacando figuras como Alejandro Marcovich, Saúl Hernández, Alfonso André y la banda Caifanes, junto a Aterciopelados con su álbum El Dorado. El texto explora la fusión entre rock alternativo y música tradicional, señalando cómo estos artistas han redefinido el sonido regional desde una perspectiva crítica y experimental. Se menciona la influencia de productores y músicos que han contribuido a consolidar una estética híbrida, donde lo urbano, lo ancestral y lo contestatario se entrelazan. El artículo construye una narrativa de resistencia cultural, donde el rock se presenta como vehículo de expresión auténtica frente a las lógicas comerciales dominantes.",Caifanes; Aterciopelados; Plaza De Toros Santamaría; Bogotá; Conciertos; Cultura Juvenil; Logística De Eventos; Rock Nacional; Rock Latinoamericano; El Nervio Del Volcán; Bolero Falaz; Ritual Colectivo; Música Alternativa; Alejandro Marcovich; Saúl Hernández; Alfonso André; Héctor Buitrago; Andrea Echeverri; Escena Colombiana; Cultura Juvenil; Autenticidad Artística; Prensa Cultural,"Bogotá, Plaza de Toros Santamaría",4.651.389,-74.069.444,Periódico El Tiempo pág. 1C y 11C,No aplica,Derechos periódico El Tiempo,Image,image/jpeg
1995-05-5_caifanesraices,Caifanes sale en busca de sus raíces,Periódico El Tiempo,Anónimo,05/05/1995,5 de mayo de 1995,"Este artículo documenta la gira de Caifanes por Colombia como un viaje simbólico en busca de sus raíces culturales y musicales. Se destacan las fechas de sus presentaciones en Pereira, Medellín, Bucaramanga y Bogotá, en una narrativa que posiciona al grupo como puente entre México y Sudamérica. El texto enfatiza la intención de la banda de reconectar con el público colombiano, no solo como parte de una gira promocional, sino como un gesto de reconocimiento mutuo entre culturas rockeras. La fotografía de los integrantes mirando directamente a la cámara refuerza el tono introspectivo y cercano del artículo, mientras que el enfoque del periodista sugiere una lectura más profunda del rock como espacio de identidad compartida y memoria musical.",Caifanes; Gira En Colombia; Pereira; Medellín; Bucaramanga; Bogotá; Rock En Español; Conexión Cultural; Rock Latinoamericano; Rock Mexicano En Bogotá; Raíces Culturales; Prensa Musical; Página Del Rock; Identidad Latinoamericana,"Bogotá, Colombia",4.596.389,-74.081.667,"Periódico El Tiempo, pág. 3C",No aplica,Derechos periódico El Tiempo,Image,image/jpeg
1988-10-20_santana,Más vivo que nunca,Periódico La Prensa,Anónimo,20/10/1988,20 de octubre de 1988,"Este artículo celebra la vigencia artística de Carlos Santana tras su presentación en el Miami Sound Festival, destacando su capacidad para mantenerse relevante y poderoso en escena. Se subraya su legado desde Woodstock hasta el presente, posicionándolo como figura transgeneracional que ha sabido fusionar el rock con ritmos latinos y espirituales. La fotografía del guitarrista en plena ejecución refuerza la idea de vitalidad y maestría, mientras que el texto lo presenta como símbolo de autenticidad y renovación constante. El entorno gráfico de la página, con columnas de sociedad, cómics y publicidad, sitúa a Santana en un espacio de cultura popular amplia, donde lo legendario convive con lo cotidiano.",Carlos Santana; Woodstock; evolución musical; fusión de géneros; Miami Sound Machine; Los Lobos; jazz latino; rock internacional; legado artístico; cultura musical global; ; rock latino; guitarra eléctrica; música espiritual; prensa cultural; La Prensa; autenticidad artística; legado musical,"Bogotá, Colombia",4.596.389,-74.081.667,Periódico La Prensa pág. 32,No aplica,Derechos periódico La Prensa,Image,image/jpeg
1988-09-09_companiailimitada,Compañía Ilimitada entró en “Contacto”,Periódico El Colombiano,CAL,09/09/1988,9 de septiembre de 1988,"Este artículo presenta el ingreso de Compañía Ilimitada al panorama musical colombiano a través del programa televisivo Contacto, destacando su capacidad para equilibrar lo comercial con una estética rockera auténtica. Se narra el proceso de consolidación de la banda, liderada por Juancho y Piyo, y su colaboración con músicos nacionales e internacionales como Zae Miamy y Robbie Dricks, en la producción de su primer disco grabado en Miami bajo el sello CBS. El texto construye una narrativa de profesionalización del rock colombiano, donde la televisión, la industria discográfica y la búsqueda de un sonido propio convergen para legitimar al grupo como pionero en la internacionalización del género.",Compañía Ilimitada; Contacto; Pop-rock colombiano; Bogotá ochentera; Teatro 85; Compañía Ilimitada; Juancho; Piyo; Alejandro Gómez; Andrés Alayón; Jorge León; Zae Miamy; Robbie Dricks; CBS; Miami; televisión colombiana; rock colombiano; industria musical; prensa cultural,"Bogotá, Colombia",4.596.389,-74.081.667,Periódico El Colombiano pág. 5B,No aplica,Derechos periódico El Colombiano,Image,image/jpeg
1991-07-23_rockdebarrio,Rock de barrio,Periódico El Mundo,Sergio Ramírez,23/07/1991,23 de julio de 1991,"Este artículo retrata el surgimiento del rock en los barrios de Medellín como una expresión comunitaria y contestataria, donde jóvenes músicos encuentran en el género un espacio de identidad y resistencia. La cobertura del evento, acompañado por una fotografía de un concierto al aire libre con el cartel “KRS”, enfatiza la apropiación del espacio público como escenario de transformación cultural. El texto sugiere que el rock de barrio no solo es música, sino también una forma de organización social, donde la autogestión, la colectividad y la estética urbana se entrelazan para construir una narrativa alternativa frente a los discursos oficiales.",Medellín; Concierto escolar; Juventud popular; Cultura urbana; rock de barrio; música comunitaria; escena urbana; juventud; espacio público; prensa cultural; El Mundo; identidad colectiva; Rock Colombiano,"Medellín, Colombia",6.251.840,-75.563.590,Periódico El Mundo pág. 5,No aplica,Derechos periódico El Mundo,Image,image/jpeg
1994-03-24_inxsbogota,"Rock del bueno, pero “en exceso”",Periódico El Tiempo,Anónimo,24/03/1994,24 de marzo de 1994,"Nota sobre el concierto del grupo australiano INXS en el Coliseo El Campín de Bogotá, con gran asistencia juvenil. El artículo reseña el repertorio de la banda y el ambiente de exceso que acompañó la jornada.
 
 Este artículo reseña la presentación de la banda australiana INXS en Bogotá, destacando su estilo energético y su impacto en el público colombiano. Aunque se celebra la calidad musical del grupo, el texto también plantea una crítica sobre el exceso de internacionalización en la programación musical, sugiriendo una tensión entre lo global y lo local. Refleja la idea de que el rock internacional domina los escenarios, mientras que el rock nacional lucha por visibilidad. El artículo se convierte así en una reflexión sobre el consumo cultural y la hegemonía mediática en el ámbito musical.",Inxs; Concierto Internacional; Coliseo El Campín; Rock Ochentero; Público Juvenil; Bogotá; Rock Internacional; Música Australiana; Escena Colombiana; Prensa Cultural; El Tiempo; Hegemonía Mediática; Crítica Musical,"Bogotá, Coliseo Cubierto El Campín",4.646.056,-74.078.139,Periódico El Tiempo pág. 60,No aplica,Derechos periódico El Tiempo,Image,image/jpeg
1995-05-27_rockdelcolumpio,Rock del columpio,Periódico El Siglo,Anónimo,27/05/1995,27 de mayo de 1995,"Este artículo documenta el primer Rock al Parque, donde 45 bandas se presentan en cuatro escenarios temáticos: rock, pop, metal y fusión. La diversidad estilística y la magnitud del evento reflejan la consolidación del rock como fenómeno cultural transversal, capaz de convocar audiencias heterogéneas. El texto destaca la organización del evento como muestra de profesionalización del circuito musical independiente, y sugiere que el rock ha dejado de ser marginal para convertirse en parte del tejido cultural urbano. La presencia de Fémina Ludens en la misma página amplía el enfoque hacia expresiones teatrales que dialogan con el cuerpo, el género y la identidad.",Rock al Parque; Festival gratuito; Bandas nacionales; Bandas internacionales; Parque Simón Bolívar; Juventud bogotana; rock colombiano; Escenario de Rock; Escenario de Pop; Escenario de Metal; Escenario de Fusión; parque público; diversidad musical; cultura urbana; El Siglo; Fémina Ludens; Teatro La Candelaria; Patricia Ariza,"Bogotá, Parque Simón Bolívar",4.657.222,-74.093.611,Periódico El Nuevo Siglo pág. 5B,No aplica,Derechos periódico El Siglo,Image,image/jpeg
1987-04-07_rockdeporaca,Rock de por acá,Revista Semana,Anónimo,07/04/1987,7 de abril de 1987,"Este artículo de la revista Semana ofrece una mirada crítica y reflexiva sobre el desarrollo del rock colombiano en los años 80, destacando su consolidación como movimiento cultural con identidad propia. A través de secciones como “Encuentro sonoro” y “La píldora filosófica”, se analiza la estética, el discurso y la recepción del género, mientras que la presencia de Andrew Loog Oldham introduce una dimensión internacional que legitima el proceso local. Las fotografías del público y de los conciertos refuerzan la idea de que el rock ha generado una comunidad activa y comprometida. El texto construye una narrativa de afirmación, donde el rock “de por acá” se presenta como respuesta creativa a las tensiones sociales y culturales del país.",Festival de Rock Colombiano; Escena nacional; Rock de Bogotá; Rock de Medellín; Rock ochentero; rock colombiano; Semana; Andrew Loog Oldham; Encuentro sonoro; La píldora filosófica; cultura juvenil; escena nacional; prensa cultural; identidad musical; público rockero,"Bogotá, Colombia",4.596.389,-74.081.667,"Revista Semana, sección Cultura pág. 66",https://www.semana.com/cultura/articulo/rock-de-por-aca/8866-3,Derechos Revista  Semana,Image,image/jpeg
1994-11-12_divisiones,Rock: divisiones inferiores,Periódico El Tiempo,Anónimo,12/11/1994,12 de noviembre de 1994,"Este artículo cubre la final del concurso intercolegiado organizado por Radioactiva, donde bandas estudiantiles de Bogotá y Medellín compiten por el trofeo nacional. Se destaca la diversidad de estilos, desde heavy metal hasta reggae, y la emergencia de nuevas agrupaciones que reflejan el dinamismo del rock juvenil en Colombia. El texto sugiere que estas “divisiones inferiores” son semilleros de creatividad, donde el género se reinventa desde lo escolar y lo local. La cobertura plantea una lectura esperanzadora del futuro del rock nacional, al visibilizar procesos formativos y comunitarios que escapan a las lógicas comerciales tradicionales.",Concurso Intercolegiado; Rock Juvenil; Escena Escolar; Bandas Emergentes; Radioactiva; Bogotá; Medellín; Rock Estudiantil; Concurso Musical; Heavy Metal; Reggae; Pop; Bandas Juveniles; Prensa Cultural; Escena Emergente,"Bogotá, Colombia",4.596.389,-74.081.667,Periódico El Tiempo,https://www.eltiempo.com/archivo/documento/MAM-248540,Derechos periódico El Tiempo,Image,image/jpeg
1989-04-23_ruido,Rock en los tiempos del ruido,Periódico La Prensa,Eduardo Arias,23/04/1989,23 de abril de 1989,"Este artículo revisita la historia del rock en español en Colombia durante los años 60 y 70, analizando el contexto cultural, la censura y el papel de festivales como Ancón, reconociendo que la gran crónica de esa época aún está por escribirse. Se mencionan bandas pioneras como Los Flippers, Los Speakers y Los Yetis, y se destaca el programa TV-101 como espacio de difusión para la nueva música en español. El texto construye una narrativa de rescate histórico, donde el rock aparece como expresión cultural que sobrevivió a la censura, la marginalidad y el olvido.",Historia del rock colombiano; Festival de Ancón; Rock 60s y 70s; Censura cultural; rock en español; Colombia; años 60; años 70; Los Flippers; Los Speakers; Los Yetis; TV-101; Dominic Coyote; historia musical; prensa cultural; memoria sonora,"Bogotá, Colombia",4.596.389,-74.081.667,Periódico La Prensa pág. 24,No aplica,Derechos periódico La Prensa,Image,image/jpeg
