objectid,title,creator,author,date,display_date,description,subject,genre,location,latitude,longitude,source,object_location,rights,type,format
1991-07-20_comunasalegria,Comunas en fiesta por la alegría,Periódico El Espectador,Carlos Mario Correa S.,20/7/1991,20 de julio de 1991,"Panorama de la Semana por la Vida, la Paz y la Convivencia en la Comuna Nororiental de Medellín que reivindica la alegría, el trabajo comunitario y la autogestión. El programa articula maratones, ajedrez, bandas marciales, bazares y actividades culturales en barrios de ladera con fuerte organización social. En ese marco se anuncia la Feria Concierto de la Independencia en La Macarena con Kraken y la revista Hombres de Acero de la Cuarta Brigada, uniendo celebración cívica y espectáculo musical. El texto subraya esfuerzos por transformar la imagen del territorio, visibilizar su historia y activar redes locales en parques, colegios y calles.","Medellín; Comuna Nororiental; Villa de Guadalupe; Semana por la Vida, la Paz y la Convivencia; corporación Centro Convivir; trabajo comunitario; autogestión; La Macarena; Kraken; Hombres de Acero; feria concierto; barrios de ladera; organización social; Rock colombiano; Rock nacional; Segunda Semana por la Vida; Rock en Medellín; Plaza de Toros La Macarena; Cultura barrial; Juventud y convivencia; Actividades comunitarias; Festivales gratuitos",Noticia,"Plaza de Toros La Macarena, Medellín","6,2501034","-75,5828645",El Espectador pág. 5E,,© Derechos de autor pertenecen al periódico El Espectador. Uso académico sin fines comerciales.,Image,image/jpeg
1991-07-23_rockdebarrio,Rock de barrio,Periódico El Mundo,Sergio Ramírez,23/7/1991,23 de julio de 1991,"Crónica del ciclo Más allá de la piel en la Escuela Elisa Arango de Cock del barrio Castilla, con jóvenes de las zonas noroccidental y nororiental de Medellín. La narración observa el paisaje humano de la espera, los balcones con banderas, las monedas contadas, los patios convertidos en graderías y la entrada lenta del público. Sobre una tarima precaria suenan Tormento, Neurastenia y Resurrección mientras el equipo técnico contiene la ansiedad de quienes buscan subir a los pasillos superiores. El concierto santifica la Fiesta de la Independencia desde el territorio del barrio, aunque la afluencia no alcanza la marea prevista. El texto fija una ética de convivencia, de apropiación del espacio y de persistencia de los grupos, más allá del aforo.",Medellín; Castilla; Escuela Elisa Arango de Cock; Centro Cultural Castilla; Más Allá de la Piel; Tormento; Neurastenia; Resurrección; Fiesta de la Independencia; juventud; cultura barrial; escenas locales; Rock colombiano; Rock nacional; Concierto escolar; Juventud popular; Cultura urbana; rock de barrio; música comunitaria; escena urbana; espacio público; prensa cultural; El Mundo; identidad colectiva; Rock Colombiano,Crónica,"Medellín, Colombia","6,2443677","-75,6636154","El Mundo, pág. 5",,© Derechos de autor pertenecen al periódico El Mundo. Uso académico sin fines comerciales.,Image,image/jpeg
1991-07-25_aceroymetal,Acero y metal,Periódico El Mundo,Sergio Ramírez,25/7/1991,25 de julio de 1991,"Relato del regreso de Kraken a la Plaza de Toros La Macarena en el Concierto de la Independencia, con tres horas de música y un dispositivo escénico de gran escala. Se describen la apertura simbólica con el himno nacional, los reflectores, la entrada del público y la coordinación del manager Jairo Álvarez desde un costado de la tarima. La banda vuelve con dos nuevos integrantes, Jaime Ochoa en teclados y Luis Fernando Álvarez en batería, y con una puesta en escena precisa. En los pasillos se despliega una feria del rock con videos, miniteca, comida y mercancía oficial que confirma la dimensión económica del evento. La noche incorpora la revista militar Hombres de Acero en la arena como gesto de alianza cívica y espectáculo. El concierto reinstala a Kraken como emblema del rock de Medellín ante su público.",Medellín; La Macarena; Kraken; Concierto de la Independencia; Jairo Álvarez; Jaime Ochoa; Luis Fernando Álvarez; feria del rock; videos musicales; mercancía oficial; Hombres de Acero; espectáculo masivo; Rock colombiano; Rock nacional; Elkin Ramírez; Plaza de Toros La Macarena; heavy metal colombiano; conciertos en vivo; Rock Nacional; Rock Colombiano; Cultura rockera,Crónica,"Plaza de Toros La Macarena, Medellín","6,2501034","-75,5828645",El Mundo pág. 5,,© Derechos de autor pertenecen al periódico El Mundo. Uso académico sin fines comerciales.,Image,image/jpeg
1992-11-13_dardos,Dardos de los gunners,Periódico El Tiempo,Anónimo,13/11/1992,13 de noviembre de 1992,"El artículo retrata el clima de expectación y controversia que antecedió la llegada de Guns N’ Roses a Bogotá, cuando la ciudad oscilaba entre la fascinación por el espectáculo y el temor moral frente a su estética del exceso. La nota examina la negociación entre promotores, marcas y autoridades, describiendo cómo la prensa se convirtió en mediadora entre la juventud que reclamaba su derecho a la experiencia musical y las instituciones que intentaban regularla. En este relato de tensiones y entusiasmos se dibuja la transformación de Bogotá en un laboratorio de modernidad, donde el rock deja de ser marginal para instalarse en la esfera pública. La pieza constituye un registro clave sobre la construcción mediática del rock como fenómeno urbano y sobre la emergencia de una ciudadanía cultural en los noventa.",Guns N’ Roses; El Campín; Conciertos; Juventud urbana; Industria musical; Cultura mediática; Opinión pública; Rock Internacional en Colombia,Noticia,"Bogotá D. C., Colombia","4,6489055","-74,4375009","El Tiempo, pág. 3C",,© Derechos de autor pertenecen al periódico El Tiempo. Uso académico sin fines comerciales.,Image,image/jpeg
1992-15-11_masgunsqueroses,Más Guns que Roses,Periódico El Tiempo,Anónimo,15/11/1992,15 de noviembre de 1992,"Perfil crítico de Guns N’ Roses que enfatiza su condición de banda anárquica surgida en Los Ángeles y moldeada por la calle. El texto recupera episodios de censura, detenciones y excesos públicos que acompañaron su ascenso y que se reflejan en letras sobre la jungla urbana y sus contradicciones. Se recuerda la polémica por la portada de Appetite for Destruction y se enumeran ventas millonarias, nominaciones y escándalos. La nota subraya la mezcla de catarsis y negocios, la centralidad de Axl Rose y Slash en la composición y la paradoja de un grupo duro que también triunfa con baladas. Se proyecta su visita como un parteaguas para el circuito de conciertos en Colombia.",Guns N’ Roses; Los Ángeles; Axl Rose; Slash; Duff McKagan; Steven Adler; Izzy Stradlin; Appetite for Destruction; Welcome to the Jungle; Sweet Child O Mine; controversia; censura; baladas de poder; gira sudamericana; conciertos; estética visual; rock duro; cultura global; Rock internacional en Colombia; Rock Internacional,Reportaje,"Bogotá D. C., Colombia","4,6489055","-74,4375009","El Tiempo, pág. 12B",,© Derechos de autor pertenecen al periódico El Tiempo. Uso académico sin fines comerciales.,Image,image/jpeg
1992-11-17_axlrebeldia,Axel Roses: Rebeldía musical,Periódico El Tiempo,Anónimo,17/11/1992,17 de noviembre de 1992,"Este perfil presenta a Axl Rose como encarnación de la rebeldía rock en tiempos de globalización mediática. La narración entrelaza su infancia turbulenta en Indiana, su fuga a Los Ángeles y su transformación en ícono cultural, subrayando el papel de la prensa en la construcción del mito del artista maldito. Más que una biografía, el artículo disecciona la figura de Axl como símbolo de una masculinidad performativa que desborda los códigos tradicionales y se vuelve modelo para audiencias juveniles que buscan autenticidad. En clave sociocultural, el texto revela cómo la industria convierte la transgresión en marca, y cómo esa imagen encuentra eco en los imaginarios colombianos de los noventa.",Axl Rose; Guns N’ Roses; Los Ángeles; Cultura rock; Masculinidad; Industria musical; Imaginarios juveniles; Rock Internacional en Colombia,Perfil,"Bogotá D. C., Colombia","4,6489055","-74,4375009",El Tiempo pág. 9B,,© Derechos de autor pertenecen al periódico El Tiempo. Uso académico sin fines comerciales.,Image,image/jpeg
1992-11-20_rebeldescausa,Rebeldes con causa,Periódico El Tiempo,Anónimo,20/11/1992,20 de noviembre de 1992,"La crónica reconstruye los orígenes de Guns N’ Roses a partir de la fusión entre Hollywood Rose y L.A. Guns, en el ambiente marginal y competitivo de Los Ángeles. A través de anécdotas de precariedad, giras improvisadas y ascenso meteórico, el texto dibuja el tránsito de un grupo callejero al estrellato mundial. En esta genealogía del exceso y la supervivencia, los integrantes se convierten en arquetipos de una contracultura que aprende a negociar con el mercado sin perder su narrativa de rebeldía. Leída desde Colombia, la nota traduce un mito global a claves locales: muestra cómo la prensa nacional legitimó el imaginario del rock como aventura individualista y camino de reconocimiento.",Guns N’ Roses; Axl Rose; Slash; Izzy Stradlin; Duff McKagan; Steven Adler; Los Ángeles; Contracultura; Industria musical; Rock Internacional en Colombia,Crónica,"Bogotá D. C., Colombia","4,6489055","-74,4375009",El Tiempo pág. 5C,,© Derechos de autor pertenecen al periódico El Tiempo. Uso académico sin fines comerciales.,Image,image/jpeg
1992-11-21_elcamello,El camello del concierto,Periódico El Tiempo,Anónimo,21/11/1992,21 de noviembre de 1992,"Este reportaje desvela la maquinaria logística y económica detrás del concierto de Guns N’ Roses: patrocinadores, boletería, transporte, equipos de sonido, prensa y coordinación internacional. En lugar de una simple crónica de producción, la pieza muestra la articulación entre capital, medios y espectáculo, situando el evento como símbolo de modernización del entretenimiento en Colombia. A través de entrevistas y cifras, el artículo revela la emergencia de una industria capaz de movilizar recursos y discursos en torno al rock. Desde una mirada cultural, el concierto aparece como ejercicio de aprendizaje colectivo sobre organización, civismo y consumo masivo.",El Campín; Promotores; Superestéreo 88.9; Radioactiva; Bavaria; Pony Malta; Producción musical; Logística; Industria del espectáculo; Rock Internacional en Colombia,Reportaje,Estadio Nemesio Camacho El Campín,"4,6459424","-74,095979",El Tiempo pág. 6,,© Derechos de autor pertenecen al periódico El Tiempo. Uso académico sin fines comerciales.,Image,image/jpeg
1992-11-21_axlslash,"Guns And Roses. Axl, Slash y más…",Periódico El Tiempo,Anónimo,21/11/1992,21 de noviembre de 1992,"El artículo sitúa a Guns N’ Roses como ícono de la cultura de masas global, destacando su poder mediático, la magnitud de la gira Use Your Illusion y el impacto de su presentación en Bogotá. A partir del lenguaje periodístico del asombro, la nota muestra cómo el concierto fue leído como señal de apertura cultural y de ingreso del país a los circuitos internacionales del espectáculo. La juventud bogotana aparece como protagonista de una nueva forma de ciudadanía simbólica, en la que asistir a un concierto se convierte en acto de pertenencia a una modernidad compartida.",Guns N’ Roses; Axl Rose; Slash; Use Your Illusion; Conciertos; Globalización cultural; Juventud urbana; Rock Internacional en Colombia,Reportaje,"Bogotá D. C., Colombia","4,6489055","-74,4375009",El Tiempo pág. 1C,,© Derechos de autor pertenecen al periódico El Tiempo. Uso académico sin fines comerciales.,Image,image/jpeg
1992-11-21_gunsnhistoria,Historia de pistolas y rosas,Periódico El Tiempo,Anónimo,21/11/1992,21 de noviembre de 1992,"Crónica histórica de los orígenes de Guns N’ Roses a partir de la fusión de LA Guns y Hollywood Rose y de un debut en el Troubadour que encendió una escena de clubes. El artículo describe años de precariedad en cuartos de ensayo minúsculos, trabajos temporales y fiestas de callejón que sostuvieron la formación del sonido. La figura de la mánager Vicky Hamilton aparece como apoyo decisivo antes del contrato con Geffen, tras el lanzamiento de Live Like a Suicide en sello propio. El texto recorre el ascenso de Appetite for Destruction, la historia de Welcome to the Jungle y el impacto de Sweet Child O Mine, así como la edición de Lies con estética de tabloide. Se afirma una ética de integridad que privilegia hacer lo que se quiere oír.",Guns N’ Roses; LA Guns; Hollywood Rose; Troubadour; Vicky Hamilton; Uzi Suicide; Geffen Records; Appetite for Destruction; Live Like a Suicide; Welcome to the Jungle; Sweet Child O Mine; Lies; integridad artística; historia musical; trayectoria artística; Los Ángeles; cultura rock; Rock internacional en Colombia; Rock Internacional,Perfil,"Bogotá D. C., Colombia","4,6489055","-74,4375009","El Tiempo, pág. 5C",,© Derechos de autor pertenecen al periódico El Tiempo. Uso académico sin fines comerciales.,Image,image/jpeg
1992-11-21_fechasdelrock,Fechas del rock,Periódico El Tiempo,Anónimo,21/11/1992,21 de noviembre de 1992,"Nota de programación que confirma los conciertos de Guns N’ Roses para el 28 y 29 de noviembre y explica el ajuste de calendario debido al cambio de fecha en Caracas. Se detalla la complejidad técnica del montaje y desmontaje del escenario, con tiempos de dieciocho horas y la exigencia de pruebas de sonido con doce horas de anticipación. La comunicación aclara que las boletas del 27 se validan para el 29 y que la estructura básica del escenario se construyó en Colombia bajo supervisión del equipo internacional. El texto transparenta los ritmos de producción y la coordinación con aduanas y vuelos de carga. La ciudad se prepara para dos noches consecutivas con medidas de precisión.",Bogotá; Estadio El Campín; Guns N’ Roses; 28 y 29 de noviembre; montaje de escenario; desmontaje; pruebas de sonido; producción internacional; boletería; coordinación logística; Rock internacional en Colombia; conciertos internacionales; rock global; América Latina; logística de eventos,Noticia,Estadio Nemesio Camacho El Campín,"4,6459424","-74,095979","El Tiempo, pág. 5C",,© Derechos de autor pertenecen al periódico El Tiempo. Uso académico sin fines comerciales.,Image,image/jpeg
1992-11-26_faxmillonario,Un fax millonario,Periódico El Tiempo,Anónimo,26/11/1992,26 de noviembre de 1992,"El texto reconstruye la negociación que hizo posible la llegada de Guns N’ Roses: un fax de Felipe Rodríguez, las licitaciones entre promotores y la firma del contrato por Armín Torres en Los Ángeles durante la boda de Slash. Más que anécdota, la nota funciona como radiografía de un nuevo capitalismo cultural donde medios, marcas y productores comparten riesgos financieros para consolidar eventos masivos. El reportaje visibiliza cómo el rock se convierte en objeto de gestión empresarial y en catalizador de alianzas entre lo público y lo privado, evidenciando la madurez de un país que aprende a operar dentro de la lógica del espectáculo global.",Armín Torres; Felipe Rodríguez; Slash; Caracol Radio; Bavaria; Pony Malta; Bancoquia; Colseguros; Avianca; Producción musical; Negociación cultural; Rock Internacional en Colombia,Reportaje,"Bogotá D. C., Colombia","4,6489055","-74,4375009",El Tiempo pág. 11B,,© Derechos de autor pertenecen al periódico El Tiempo. Uso académico sin fines comerciales.,Image,image/jpeg
1992-11-27_gunsnews,Guns´N Roses News – Kronos,Periódico El Tiempo,Anónimo,27/11/1992,27 de noviembre de 1992,"Noticia que informa sobre la programación y horarios de los conciertos de Guns N’ Roses en Bogotá, destacando la participación del grupo caleño Kronos como telonero. Más allá de su tono logístico, el texto permite leer la articulación entre lo global y lo local: una banda internacional que legitima la presencia del rock colombiano en la misma tarima. La pieza inscribe el evento en la historia del espectáculo nacional como momento de convergencia simbólica entre industria, medios y público.",Guns N’ Roses; Kronos; Jorge Fresquet; Conciertos; Logística; Movilidad urbana; Cultura juvenil; Rock Internacional en Colombia; Rock Nacional; Rock Colombiano,Noticia,Estadio Nemesio Camacho El Campín,"4,6459424","-74,095979",El Tiempo pág. 3C,,© Derechos de autor pertenecen al periódico El Tiempo. Uso académico sin fines comerciales.,Image,image/jpeg
1992-11-27_porfin,¡Por fin! Guns N´ Roses en Colombia,Periódico El Tiempo,Anónimo,27/11/1992,27 de noviembre de 1992,"Con tono celebratorio, la nota anuncia la realización de los conciertos de Guns N’ Roses en Bogotá y reseña los preparativos técnicos, horarios y medidas de seguridad. Sin embargo, más allá de la agenda, el texto funciona como manifiesto de una ciudad que reivindica su capacidad para albergar grandes espectáculos. En la narrativa mediática, el evento simboliza un punto de inflexión: la juventud bogotana aparece como protagonista de un nuevo orden cultural, y el rock, como lenguaje de integración a la modernidad global.",Guns N’ Roses; Kronos; El Campín; Juventud; Industria musical; Cultura urbana; Gira latinoamericana; Rock Internacional en Colombia; Rock Nacional; Rock Colombiano,Noticia,Estadio Nemesio Camacho El Campín,"4,6459424","-74,095979",El Tiempo pág. 16A,,© Derechos de autor pertenecen al periódico El Tiempo. Uso académico sin fines comerciales.,Image,image/jpeg
1992-27-11_gunsempresa,Toda una empresa para Guns N’ Roses,Periódico El Tiempo,Anónimo,27/11/1992,17 de noviembre de 1992,"Reporte sobre la estructura empresarial detrás de las presentaciones de Guns N’ Roses en Colombia con una inversión millonaria y sesenta y cinco días de trabajo continuo. Se relata la firma del contrato en Los Ángeles el 13 de octubre y la obligación de cubrir una cifra alta con participación del grupo en las ganancias. La nota dimensiona equipos, personal, tiempos y presión financiera como variables de una operación compleja. Se presenta el espectáculo como resultado de una cadena de oficios que sincroniza producción local y estándares internacionales. El concierto aparece así como un proyecto industrial que excede la escena musical.",Bogotá; Guns N’ Roses; producción de conciertos; inversión; contrato en Los Ángeles; participación en ganancias; equipos y personal; cronograma; estándares internacionales; industria del espectáculo; Rock internacional en Colombia; conciertos internacionales; logística musical; prensa cultural; El Tiempo; costos de producción; infraestructura; impacto económico,Reportaje,Estadio Nemesio Camacho El Campín,"4,6459424","-74,095979","El Tiempo, pág. 1C",,© Derechos de autor pertenecen al periódico El Tiempo. Uso académico sin fines comerciales.,Image,image/jpeg
1992-11-28_gunsaplazado,Aplazan concierto de Guns N’ Roses,Periódico El Tiempo,Anónimo,28/11/1992,28 de noviembre de 1992,"Comunicado de última hora que aplaza el concierto previsto para el sábado y lo unifica en una sola fecha el domingo debido al intento de golpe de Estado en Venezuela. Parte del equipo técnico quedó retenido en el vecino país, lo que impide completar el montaje a tiempo en Bogotá. Se autoriza el uso de la boleta del sábado para el domingo y se anuncian cruces para evitar sobrecupo. La información confirma la presencia de la banda en Colombia y apela al buen comportamiento del público. La ciudad ajusta expectativas y logística para una sola noche.",Bogotá; Estadio El Campín; Guns N’ Roses; aplazamiento; intento de golpe en Venezuela; equipo técnico; boletas; seguridad; logística; público; Rock internacional en Colombia,Noticia,Estadio Nemesio Camacho El Campín,"4,6459424","-74,095979","El Tiempo, pág. 9B",,© Derechos de autor pertenecen al periódico El Tiempo. Uso académico sin fines comerciales.,Image,image/jpeg
1992-11-28_gunsnrosesnoche,Noche para el 'rock',Periódico El Tiempo,anónimo,28/11/1992,28 de noviembre de 1992,Anuncio del primer concierto en Bogotá con apertura de Kronos a las nueve de la noche y salida de Guns N’ Roses a las once. Se precisan horarios de puertas desde las cuatro de la tarde y se enfatiza el dispositivo de seguridad para ingreso y permanencia. La nota recuerda el lleno total en Venezuela y proyecta una explosión musical en El Campín. El texto convoca a prepararse para una noche larga y propone a la banda como referente del rock de los noventa. Se respira expectativa y se fijan pautas de asistencia.,Bogotá; Estadio El Campín; Guns N’ Roses; Kronos; horarios; apertura de puertas; seguridad; convocatoria masiva; rock de los noventa; Rock internacional en Colombia; Axl Rose; conciertos internacionales; cultura rock; logística de eventos,Noticia,"Bogotá D. C., Colombia","4,6489055","-74,4375009","El Tiempo, pág. 2C",,© Derechos de autor pertenecen al periódico El Tiempo. Uso académico sin fines comerciales.,Image,image/jpeg
1992-11-30_gunsndiez,Concierto de Guns N’ Roses en Bogotá: Diez puntos a la organización,Periódico El Tiempo,Anónimo,30/11/1992,30 de noviembre de 1992,"Crónica del día del concierto en El Campín que destaca la organización ejemplar, las filas desde la madrugada y el comportamiento sereno del público. Se describen los acentos regionales, los viajes nocturnos, la espera bajo la lluvia y la apertura de puertas al mediodía. La Policía acordona los alrededores, los altoparlantes informan con claridad y la Cruz Roja reporta una jornada sin incidentes hasta entrada la noche. La gramilla se convierte en un avispero de espectadores y las tribunas ensayan la ola mientras pasan las horas. El cierre reconoce que el país está listo para espectáculos de esta magnitud.",Bogotá; Estadio El Campín; Guns N’ Roses; Policía; Cruz Roja; filas de madrugada; público juvenil; viajes desde Medellín; Zona Rosa; tránsito ordenado; preparación de estadio; Rock internacional en Colombia; Kronos; logística de conciertos; rock de los noventa; organización de eventos; cultura rock; conciertos internacionales,Crónica,Estadio Nemesio Camacho El Campín,"4,6459424","-74,095979","El Tiempo,, pág. 21A",,© Derechos de autor pertenecen al periódico El Tiempo. Uso académico sin fines comerciales.,Image,image/jpeg
1992-12-1_gunsnroses,Un concierto que finalmente terminó aguado,Periódico El Nuevo Siglo,Anónimo,1/12/1992,1 de diciembre de 1992,"Crónica del concierto de Guns N’ Roses en Bogotá interrumpido por un aguacero cuando Axl Rose tocaba al piano November Rain, tras un inicio tardío y problemas de voz en la mezcla frente al peso de la batería y las guitarras. El relato detalla la entrada del grupo a las 10:40 de la noche, la presencia de pantallas gigantes y la energía del cantante recorriendo la tarima con cambios de vestuario, junto con un público que coreó Don’t Cry en el tramo final. Se comenta la ausencia del telonero nacional Kronos y la sensación de espectáculo truncado después de hora y media de show. La nota describe la reacción logística detrás del escenario con camionetas listas para evacuar bajo la lluvia y el regreso breve de la banda para dos canciones, como gesto de compromiso con la multitud. Se destaca el comportamiento ejemplar de unas cincuenta mil personas y la impresión de que la ciudad puede responder a eventos de gran escala. ",Bogotá; Estadio El Campín; Guns N’ Roses; Axl Rose; Slash; Matt Sorum; Duff McKagan; Gilby Clarke; November Rain; Don’t Cry; lluvia; sonido en vivo; público masivo; seguridad y logística; Rock internacional en Colombia; conciertos internacionales; cultura rock; logística de eventos; Rock Internacional,Crónica,Estadio Nemesio Camacho El Campín,"4,6459424","-74,095979","El Nuevo Siglo, pág. 7B",,© Derechos de autor pertenecen al periódico El Siglo. Uso académico sin fines comerciales.,Image,image/jpeg
1992-12-01_desconcierto,Guns And Roses protagonizó un desconcierto,Periódico El Colombiano,Anónimo,1/12/1992,1 de diciembre de 1992,"Publicidad del sorteo navideño “El Aguinaldo Millonario”, con premios que suman 700 millones de pesos colombianos. El anuncio incluye una imagen festiva de Papá Noel y detalla la distribución de los premios, que van desde 1 millón hasta 30 millones. Aunque el enfoque principal es comercial, la página también menciona un concierto de Guns N’ Roses en Bogotá, lo que refleja la coexistencia entre cultura popular y consumo en la prensa de la época.",Guns N’ Roses; Bogotá; lotería; cultura navideña; consumo; prensa colombiana,,"Bogotá D. C., Colombia","4,6489055","-74,4375009",El Colombiano pág. 13A,,© Derechos de autor pertenecen al periódico El Colombiano. Uso académico sin fines comerciales.,Image,image/jpeg
1992-12-01_gunsnroseslluvia,La lluvia espantó a Guns N’ Roses,Periódico El Espectador,anónimo,1/12/1992,1 de diciembre de 1992,"Crónica del concierto de Guns N’ Roses en El Campín que contrapone la espera de nueve horas y media con apenas hora y media de show suspendido por un aguacero durante el tramo de November Rain. El relato reconstruye el ingreso tardío, el estallido de Welcome to the Jungle, la contundencia de Slash y una secuencia de picos con Live and Let Die, Patience, Civil War y So Fine, antes de la súplica de dos minutos que se volvió cuarto de hora y el cierre con Don’t Cry y Paradise City. La nota observa tensiones en las tribunas, reacción lenta de autoridades y una masa que se comporta mejor que los vándalos de la calle, lo que delimita responsabilidades entre adentro y afuera. La jornada deja aprendizajes sobre techos, cableado y protocolos de tormenta, y confirma que el público capitalino sostiene el espectáculo incluso bajo lluvia.",Bogotá; Estadio El Campín; Guns N’ Roses; Axl Rose; Slash; Welcome to the Jungle; Live and Let Die; Patience; Civil War; So Fine; November Rain; Don’t Cry; Paradise City; público masivo; lluvia; seguridad y logística; Rock internacional en Colombia,Crónica,Estadio Nemesio Camacho El Campín,"4,6459424","-74,095979",El Espectador pág. 7,https://www.eltiempo.com/archivo/documento/MAM-195047,© Derechos de autor pertenecen al periódico El Espectador. Uso académico sin fines comerciales.,Image,image/jpeg
1992-12-04_capsulasradioactivas,Cápsulas Radioactivas,Periódico El Espectador,Anónimo,4/12/1992,4 de diciembre de 1992,"Columna de noticias breves que arma un mapa del momento tras el paso de Guns N’ Roses por Bogotá con incidentes reportados en Santiago y alertas en Buenos Aires, al tiempo que registra homenajes a John Lennon y confirma que Ecomundo solo se realizará en Cali con David Gilmour, Roger Daltrey, Phil Manzanera, Jimmy Cliff, Kool and the Gang, Kronos y Rata Blanca. El texto acusa retrasos y desplantes de Axl Rose en Chile y recoge el pulso legal y policial que rodeó la gira, mientras en Bogotá el panorama se diversifica con el lanzamiento de Estrato Social y agendas radiales conmemorativas. La pieza mezcla ciudad, prensa y escena internacional para mostrar cómo los conciertos masivos alteran programaciones y logísticas pero también abren audiencias. Se instala una idea de circuito donde la agenda global impacta los calendarios locales y obliga a repensar protocolos de seguridad y producción.",Guns N’ Roses; Axl Rose; Chile; Argentina; incidentes en gira; Bogotá; Ecomundo 92; Cali; David Gilmour; Roger Daltrey; Phil Manzanera; Jimmy Cliff; Kool and the Gang; Kronos; Rata Blanca; Estrato Social; homenaje a John Lennon; radio musical; Rock internacional en Colombia; Red Hot Chili Peppers; rankings musicales; lanzamientos; medios especializados; cultura rock; Rock Nacional; Rock Internacional,Noticia,"Bogotá D. C., Colombia","4,6489055","-74,4375009","El Espectador pág. 6, Rockactividad",,© Derechos de autor pertenecen al periódico El Espectador. Uso académico sin fines comerciales.,Image,image/jpeg
1992-12-04_rocknoviolencia,"Rock, no violencia",Periódico La Prensa,Anónimo,4/12/1992,4 de diciembre de 1992,"Noticia sobre las jornadas Por la no violencia en el rock organizadas por el bar Bol & Bar en Chapinero como respuesta a la imagen negativa derivada de los disturbios posteriores al concierto de Guns N’ Roses. La programación anuncia la presentación de la banda bogotana Seducción y, al día siguiente, del grupo Cassandra, con una curaduría musical que enlaza soul, rock latino y repertorios diversos para subrayar convivencia. El texto insiste en que el rock no es sinónimo de vandalismo, sino una alternativa de diversión con reglas de respeto y cuidado del entorno. La iniciativa se plantea como cruzada cultural de base que reivindica la vitalidad del género y su capacidad de cohesionar públicos distintos. Se sugiere una pedagogía de la noche, apoyada en selecciones programadas y en el valor de la pista como espacio de encuentro.",Bogotá; Chapinero; Bol and Bar; Seducción; Cassandra; no violencia; convivencia; culturas juveniles; programación musical; soul; rock latino; escena de bares; Rock colombiano; Rock nacional; inclusión cultural; diversidad musical; prensa cultural; La Prensa; escena urbana; género musical,Noticia,"Bogotá D. C., Colombia","4,6489055","-74,4375009","La Prensa, Variedades, p.VIII",,© Derechos de autor pertenecen al periódico La Prensa. Uso académico sin fines comerciales.,Image,image/jpeg
1992-12-06_letsgetcrazy,Let's get crazy,Periódico La Prensa,Anónimo,6/12/1992,6 de diciembre de 1992,"Columna que reivindica el rock como práctica colectiva de escucha, conversación y catarsis, más allá de moralismos que lo asocian con violencia. El texto reconstruye la genealogía del género desde la marginalidad urbana y la figura del rebelde, y enlaza voces emblemáticas como Axl Rose, Freddie Mercury, David Bowie y Ozzy Osbourne para ilustrar una estética de intensidad y singularidad. Se afirma que el rock no obedece a reglas fijas, que se aprende en bandas de barrio y que crea lenguajes propios que difícilmente pueden sustituirse. La pieza reconoce los episodios conflictivos de giras célebres y plantea que los estallidos no nacen del rock por sí mismo, sino de contextos sociales atravesados por represión, desigualdad y miedo. Defiende la energía del riff, la batería y el bajo como llamada a mantenerse despierto en una época de crisis de valores y tensiones globales.",Rock; contracultura; rebeldía juvenil; marginalidad urbana; Axl Rose; Freddie Mercury; David Bowie; Ozzy Osbourne; The Rolling Stones; Sex Pistols; violencia y sociedad; catarsis colectiva; lenguaje musical propio; Rock internacional en Colombia; Guns N’ Roses; Bogotá; violencia simbólica; conciertos masivos; percepción social; Rock Internacional,Opinión,Estadio Nemesio Camacho El Campín,"4,6459424","-74,095979",Perióico La Prensa pág. 20,,© Derechos de autor pertenecen al periódico La Prensa. Uso académico sin fines comerciales.,Image,image/jpeg
1992-12-06_ritualrock,Más allá de los juegos satánicos,Periódico La Prensa,anónimo,6/12/1992,6 de diciembre de 1992,"Ensayo-reportaje que propone una lectura antropológica y psicoanalítica de los conciertos de rock como rituales urbanos con símbolos centrales, memorias compartidas y estados de lectura oculto, latente y concreto. Voces expertas explican que la imaginería de calaveras, diablos y muerte remite tanto a pactos con una figura permisiva como a una búsqueda de libertad que intenta trascender el miedo. Se sostiene que la violencia asociada al rock refleja las tensiones de un país con agresiones cotidianas, más que una esencia del género. La investigación de campo en espectáculos colombianos y extranjeros muestra conciertos como profilaxis emocional y limpieza simbólica, donde gritos y contorsiones operan como descarga. La argumentación rescata el concierto como rito laico que organiza tribus urbanas, intensifica pertenencias y tramita deseos de vida frente a la amenaza.",Rituales urbanos; antropología del rock; símbolos; muerte y libertad; catarsis; psicoanálisis; juventudes urbanas; violencia social; tribus y pertenencia; investigación de campo; Rock internacional en Colombia; rituales del rock; antropología; mitología musical; conciertos; liberación simbólica; cultura contemporánea,Reportaje,"Bogotá D. C., Colombia","4,6489055","-74,4375009",La Prensa pág. 21,,© Derechos de autor pertenecen al periódico La Prensa. Uso académico sin fines comerciales.,Image,image/jpeg
